DHB,Date,Age,Eligible,Immunised
Counties Manukau,2019-12-31,6 months,2116,1688
Counties Manukau,2019-12-31,8 months,2095,1946
Counties Manukau,2020-03-31,12 months,2095,1985
Counties Manukau,2020-03-31,18 months,2117,1761
Counties Manukau,2020-03-31,24 months,2103,1980
Counties Manukau,2020-03-31,5 years,2149,1971
Counties Manukau,2020-03-31,6 months,2169,1715
Counties Manukau,2020-03-31,8 months,2094,1927
Counties Manukau,2020-06-30,12 months,2113,1984
Counties Manukau,2020-06-30,18 months,2051,1601
Counties Manukau,2020-06-30,24 months,2079,1925
Counties Manukau,2020-06-30,5 years,2155,1953
Counties Manukau,2020-06-30,6 months,2098,1556
Counties Manukau,2020-06-30,8 months,2208,2008
Counties Manukau,2020-09-30,12 months,2172,2030
Counties Manukau,2020-09-30,18 months,2109,1603
Counties Manukau,2020-09-30,24 months,2082,1901
Counties Manukau,2020-09-30,5 years,2142,1996
Counties Manukau,2020-09-30,6 months,2036,1470
Counties Manukau,2020-09-30,8 months,2005,1801
Counties Manukau,2020-12-31,12 months,2103,1924
Counties Manukau,2020-12-31,18 months,2147,1480
Counties Manukau,2020-12-31,24 months,1995,1771
Counties Manukau,2020-12-31,5 years,2123,1884
Counties Manukau,2020-12-31,6 months,2110,1567
Counties Manukau,2020-12-31,8 months,2081,1846
Counties Manukau,2021-03-31,12 months,2051,1885
Counties Manukau,2021-03-31,18 months,2181,1448
Counties Manukau,2021-03-31,24 months,2104,1787
Counties Manukau,2021-03-31,5 years,2125,1836
Counties Manukau,2021-03-31,6 months,2130,1525
Counties Manukau,2021-03-31,8 months,2090,1787
Hawkes Bay,2009-07-01,12 months,599,522
Hawkes Bay,2009-07-01,18 months,555,407
Hawkes Bay,2009-07-01,24 months,574,517
Hawkes Bay,2009-07-01,6 months,572,363
Hawkes Bay,2010-01-01,12 months,583,509
Hawkes Bay,2010-01-01,18 months,593,476
Hawkes Bay,2010-01-01,24 months,570,518
Hawkes Bay,2010-01-01,6 months,638,433
Hawkes Bay,2010-04-01,12 months,556,483
Hawkes Bay,2010-04-01,18 months,629,470
Hawkes Bay,2010-04-01,24 months,645,578
Hawkes Bay,2010-04-01,6 months,679,429
Hawkes Bay,2010-07-01,12 months,640,566
Hawkes Bay,2010-07-01,18 months,588,440
Hawkes Bay,2010-07-01,24 months,587,540
Hawkes Bay,2010-07-01,6 months,650,414
Hawkes Bay,2010-10-01,12 months,674,606
Hawkes Bay,2010-10-01,18 months,567,427
Hawkes Bay,2010-10-01,24 months,602,572
Hawkes Bay,2010-10-01,5 years,139,92
Hawkes Bay,2010-10-01,6 months,615,433
Hawkes Bay,2011-01-01,12 months,649,583
Hawkes Bay,2011-01-01,18 months,653,513
Hawkes Bay,2011-01-01,24 months,573,546
Hawkes Bay,2011-01-01,5 years,569,448
Hawkes Bay,2011-01-01,6 months,557,380
Hawkes Bay,2011-04-01,12 months,626,584
Hawkes Bay,2011-04-01,18 months,658,538
Hawkes Bay,2011-04-01,24 months,562,534
Hawkes Bay,2011-04-01,5 years,594,488
Hawkes Bay,2011-04-01,6 months,604,410
Hawkes Bay,2011-07-01,12 months,567,524
Hawkes Bay,2011-07-01,18 months,649,527
Hawkes Bay,2011-07-01,24 months,658,615
Hawkes Bay,2011-07-01,5 years,579,479
Hawkes Bay,2011-07-01,6 months,599,408
Hawkes Bay,2011-10-01,12 months,605,557
Hawkes Bay,2011-10-01,18 months,629,524
Hawkes Bay,2011-10-01,24 months,652,614
Hawkes Bay,2011-10-01,5 years,579,493
Hawkes Bay,2011-10-01,6 months,559,383
Hawkes Bay,2011-12-31,12 months,591,543
Hawkes Bay,2011-12-31,18 months,562,466
Hawkes Bay,2011-12-31,24 months,634,597
Hawkes Bay,2011-12-31,5 years,632,533
Hawkes Bay,2011-12-31,6 months,564,408
Hawkes Bay,2012-03-31,12 months,559,527
Hawkes Bay,2012-03-31,18 months,598,498
Hawkes Bay,2012-03-31,24 months,619,593
Hawkes Bay,2012-03-31,5 years,611,529
Hawkes Bay,2012-03-31,6 months,580,413
Hawkes Bay,2012-06-30,12 months,569,528
Hawkes Bay,2012-06-30,18 months,596,502
Hawkes Bay,2012-06-30,24 months,561,536
Hawkes Bay,2012-06-30,5 years,593,519
Hawkes Bay,2012-06-30,6 months,573,415
Hawkes Bay,2012-09-30,12 months,585,541
Hawkes Bay,2012-09-30,18 months,565,470
Hawkes Bay,2012-09-30,24 months,601,564
Hawkes Bay,2012-09-30,5 years,621,548
Hawkes Bay,2012-09-30,6 months,563,427
Hawkes Bay,2012-09-30,8 months,594,517
Hawkes Bay,2012-12-31,12 months,575,542
Hawkes Bay,2012-12-31,18 months,565,487
Hawkes Bay,2012-12-31,24 months,586,556
Hawkes Bay,2012-12-31,5 years,545,482
Hawkes Bay,2012-12-31,6 months,557,442
Hawkes Bay,2012-12-31,8 months,534,490
Hawkes Bay,2013-03-31,12 months,568,535
Hawkes Bay,2013-03-31,18 months,576,483
Hawkes Bay,2013-03-31,24 months,563,527
Hawkes Bay,2013-03-31,5 years,656,518
Hawkes Bay,2013-03-31,6 months,599,465
Hawkes Bay,2013-03-31,8 months,565,529
Hawkes Bay,2013-06-30,12 months,558,533
Hawkes Bay,2013-06-30,18 months,574,485
Hawkes Bay,2013-06-30,24 months,569,546
Hawkes Bay,2013-06-30,5 years,601,540
Hawkes Bay,2013-06-30,6 months,585,442
Hawkes Bay,2013-06-30,8 months,618,586
Hawkes Bay,2013-09-30,12 months,607,580
Hawkes Bay,2013-09-30,18 months,585,489
Hawkes Bay,2013-09-30,24 months,580,544
Hawkes Bay,2013-09-30,5 years,624,552
Hawkes Bay,2013-09-30,6 months,534,398
Hawkes Bay,2013-09-30,8 months,565,520
Hawkes Bay,2013-12-31,12 months,586,554
Hawkes Bay,2013-12-31,18 months,545,464
Hawkes Bay,2013-12-31,24 months,572,546
Hawkes Bay,2013-12-31,5 years,587,516
Hawkes Bay,2013-12-31,6 months,493,381
Hawkes Bay,2013-12-31,8 months,507,480
Hawkes Bay,2014-03-31,12 months,540,507
Hawkes Bay,2014-03-31,18 months,607,502
Hawkes Bay,2014-03-31,24 months,587,542
Hawkes Bay,2014-03-31,5 years,559,491
Hawkes Bay,2014-03-31,6 months,587,411
Hawkes Bay,2014-03-31,8 months,538,504
Hawkes Bay,2014-06-30,12 months,497,479
Hawkes Bay,2014-06-30,18 months,600,507
Hawkes Bay,2014-06-30,24 months,551,521
Hawkes Bay,2014-06-30,5 years,633,554
Hawkes Bay,2014-06-30,6 months,571,428
Hawkes Bay,2014-06-30,8 months,576,540
Hawkes Bay,2014-09-30,12 months,586,556
Hawkes Bay,2014-09-30,18 months,545,455
Hawkes Bay,2014-09-30,24 months,608,582
Hawkes Bay,2014-09-30,5 years,660,580
Hawkes Bay,2014-09-30,6 months,548,439
Hawkes Bay,2014-09-30,8 months,564,532
Hawkes Bay,2014-12-31,12 months,573,542
Hawkes Bay,2014-12-31,18 months,496,439
Hawkes Bay,2014-12-31,24 months,604,570
Hawkes Bay,2014-12-31,5 years,624,565
Hawkes Bay,2014-12-31,6 months,499,387
Hawkes Bay,2014-12-31,8 months,528,507
Hawkes Bay,2015-03-31,12 months,556,537
Hawkes Bay,2015-03-31,18 months,588,497
Hawkes Bay,2015-03-31,24 months,545,514
Hawkes Bay,2015-03-31,5 years,622,566
Hawkes Bay,2015-03-31,6 months,513,389
Hawkes Bay,2015-03-31,8 months,528,502
Hawkes Bay,2015-06-30,12 months,511,490
Hawkes Bay,2015-06-30,18 months,586,503
Hawkes Bay,2015-06-30,24 months,498,481
Hawkes Bay,2015-06-30,5 years,560,520
Hawkes Bay,2015-06-30,6 months,545,426
Hawkes Bay,2015-06-30,8 months,489,467
Hawkes Bay,2015-09-30,12 months,511,489
Hawkes Bay,2015-09-30,18 months,549,497
Hawkes Bay,2015-09-30,24 months,586,561
Hawkes Bay,2015-09-30,5 years,591,545
Hawkes Bay,2015-09-30,6 months,515,393
Hawkes Bay,2015-09-30,8 months,546,516
Hawkes Bay,2015-12-31,12 months,555,529
Hawkes Bay,2015-12-31,18 months,514,445
Hawkes Bay,2015-12-31,24 months,591,555
Hawkes Bay,2015-12-31,5 years,591,548
Hawkes Bay,2015-12-31,6 months,517,396
Hawkes Bay,2015-12-31,8 months,520,485
Hawkes Bay,2016-03-31,12 months,533,501
Hawkes Bay,2016-03-31,18 months,519,442
Hawkes Bay,2016-03-31,24 months,556,529
Hawkes Bay,2016-03-31,5 years,574,529
Hawkes Bay,2016-03-31,6 months,530,408
Hawkes Bay,2016-03-31,8 months,521,499
Hawkes Bay,2016-06-30,12 months,518,496
Hawkes Bay,2016-06-30,18 months,556,469
Hawkes Bay,2016-06-30,24 months,519,494
Hawkes Bay,2016-06-30,5 years,572,532
Hawkes Bay,2016-06-30,6 months,514,406
Hawkes Bay,2016-06-30,8 months,541,515
Hawkes Bay,2016-09-30,12 months,533,507
Hawkes Bay,2016-09-30,18 months,535,453
Hawkes Bay,2016-09-30,24 months,519,496
Hawkes Bay,2016-09-30,5 years,611,563
Hawkes Bay,2016-09-30,6 months,526,401
Hawkes Bay,2016-09-30,8 months,505,482
Hawkes Bay,2016-12-31,12 months,518,498
Hawkes Bay,2016-12-31,18 months,516,428
Hawkes Bay,2016-12-31,24 months,549,520
Hawkes Bay,2016-12-31,5 years,589,551
Hawkes Bay,2016-12-31,6 months,514,409
Hawkes Bay,2016-12-31,8 months,536,511
Hawkes Bay,2017-03-31,12 months,533,511
Hawkes Bay,2017-03-31,18 months,537,424
Hawkes Bay,2017-03-31,24 months,533,497
Hawkes Bay,2017-03-31,5 years,612,567
Hawkes Bay,2017-03-31,6 months,571,433
Hawkes Bay,2017-03-31,8 months,537,507
Hawkes Bay,2017-06-30,12 months,517,496
Hawkes Bay,2017-06-30,18 months,522,433
Hawkes Bay,2017-06-30,24 months,514,487
Hawkes Bay,2017-06-30,5 years,572,533
Hawkes Bay,2017-06-30,6 months,475,364
Hawkes Bay,2017-06-30,8 months,499,474
Hawkes Bay,2017-09-30,12 months,572,543
Hawkes Bay,2017-09-30,18 months,536,429
Hawkes Bay,2017-09-30,24 months,535,506
Hawkes Bay,2017-09-30,5 years,636,599
Hawkes Bay,2017-09-30,6 months,526,404
Hawkes Bay,2017-09-30,8 months,506,478
Hawkes Bay,2017-12-31,12 months,477,462
Hawkes Bay,2017-12-31,18 months,518,413
Hawkes Bay,2017-12-31,24 months,522,503
Hawkes Bay,2017-12-31,5 years,607,554
Hawkes Bay,2017-12-31,6 months,538,399
Hawkes Bay,2017-12-31,8 months,530,496
Hawkes Bay,2018-03-31,12 months,536,505
Hawkes Bay,2018-03-31,18 months,589,451
Hawkes Bay,2018-03-31,24 months,549,519
Hawkes Bay,2018-03-31,5 years,588,531
Hawkes Bay,2018-03-31,6 months,520,368
Hawkes Bay,2018-03-31,8 months,543,512
Hawkes Bay,2018-06-30,12 months,547,515
Hawkes Bay,2018-06-30,18 months,501,376
Hawkes Bay,2018-06-30,24 months,515,493
Hawkes Bay,2018-06-30,5 years,516,480
Hawkes Bay,2018-06-30,6 months,551,386
Hawkes Bay,2018-06-30,8 months,521,490
Hawkes Bay,2018-09-30,12 months,520,491
Hawkes Bay,2018-09-30,18 months,533,403
Hawkes Bay,2018-09-30,24 months,579,535
Hawkes Bay,2018-09-30,5 years,629,575
Hawkes Bay,2018-09-30,6 months,494,357
Hawkes Bay,2018-09-30,8 months,525,478
Hawkes Bay,2018-12-31,12 months,555,516
Hawkes Bay,2018-12-31,18 months,553,424
Hawkes Bay,2018-12-31,24 months,494,465
Hawkes Bay,2018-12-31,5 years,634,570
Hawkes Bay,2018-12-31,6 months,503,348
Hawkes Bay,2018-12-31,8 months,493,460
Hawkes Bay,2019-03-31,12 months,495,456
Hawkes Bay,2019-03-31,18 months,528,394
Hawkes Bay,2019-03-31,24 months,523,489
Hawkes Bay,2019-03-31,5 years,571,513
Hawkes Bay,2019-03-31,6 months,529,375
Hawkes Bay,2019-03-31,8 months,502,451
Hawkes Bay,2019-06-30,12 months,508,471
Hawkes Bay,2019-06-30,18 months,562,454
Hawkes Bay,2019-06-30,24 months,542,513
Hawkes Bay,2019-06-30,5 years,562,505
Hawkes Bay,2019-06-30,6 months,567,403
Hawkes Bay,2019-06-30,8 months,537,490
Hawkes Bay,2019-09-30,12 months,542,510
Hawkes Bay,2019-09-30,18 months,508,408
Hawkes Bay,2019-09-30,24 months,519,492
Hawkes Bay,2019-09-30,5 years,538,491
Hawkes Bay,2019-09-30,6 months,536,401
Hawkes Bay,2019-09-30,8 months,584,541
Hawkes Bay,2019-12-31,12 months,563,523
Hawkes Bay,2019-12-31,18 months,522,424
Hawkes Bay,2019-12-31,24 months,557,529
Hawkes Bay,2019-12-31,5 years,585,537
Hawkes Bay,2019-12-31,6 months,490,381
Hawkes Bay,2019-12-31,8 months,503,478
Hawkes Bay,2020-03-31,12 months,545,519
Hawkes Bay,2020-03-31,18 months,540,456
Hawkes Bay,2020-03-31,24 months,511,474
Hawkes Bay,2020-03-31,5 years,576,534
Hawkes Bay,2020-03-31,6 months,517,391
Hawkes Bay,2020-03-31,8 months,519,468
Hawkes Bay,2020-06-30,12 months,495,456
Hawkes Bay,2020-06-30,18 months,564,442
Hawkes Bay,2020-06-30,24 months,522,483
Hawkes Bay,2020-06-30,5 years,538,483
Hawkes Bay,2020-06-30,6 months,497,361
Hawkes Bay,2020-06-30,8 months,511,461
Hawkes Bay,2020-09-30,12 months,526,484
Hawkes Bay,2020-09-30,18 months,547,407
Hawkes Bay,2020-09-30,24 months,543,503
Hawkes Bay,2020-09-30,5 years,572,501
Hawkes Bay,2020-09-30,6 months,494,312
Hawkes Bay,2020-09-30,8 months,487,438
Hawkes Bay,2020-12-31,12 months,502,466
Hawkes Bay,2020-12-31,18 months,511,357
Hawkes Bay,2020-12-31,24 months,563,509
Hawkes Bay,2020-12-31,5 years,559,507
Hawkes Bay,2020-12-31,6 months,551,393
Hawkes Bay,2020-12-31,8 months,525,472
Hawkes Bay,2021-03-31,12 months,501,458
Hawkes Bay,2021-03-31,18 months,533,335
Hawkes Bay,2021-03-31,24 months,551,497
Hawkes Bay,2021-03-31,5 years,545,471
Hawkes Bay,2021-03-31,6 months,555,388
Hawkes Bay,2021-03-31,8 months,517,466
Hutt Valley,2009-07-01,12 months,607,554
Hutt Valley,2009-07-01,18 months,566,431
Hutt Valley,2009-07-01,24 months,569,482
Hutt Valley,2009-07-01,6 months,583,418
Hutt Valley,2010-01-01,12 months,593,551
Hutt Valley,2010-01-01,18 months,620,512
Hutt Valley,2010-01-01,24 months,564,497
Hutt Valley,2010-01-01,6 months,534,415
Hutt Valley,2010-04-01,12 months,570,524
Hutt Valley,2010-04-01,18 months,574,471
Hutt Valley,2010-04-01,24 months,558,485
Hutt Valley,2010-04-01,6 months,585,413
Hutt Valley,2010-07-01,12 months,541,497
Hutt Valley,2010-07-01,18 months,584,468
Hutt Valley,2010-07-01,24 months,621,565
Hutt Valley,2010-07-01,6 months,582,407
Hutt Valley,2010-10-01,12 months,581,540
Hutt Valley,2010-10-01,18 months,577,465
Hutt Valley,2010-10-01,24 months,573,522
Hutt Valley,2010-10-01,6 months,561,425
Hutt Valley,2011-01-01,12 months,574,536
Hutt Valley,2011-01-01,18 months,553,448
Hutt Valley,2011-01-01,24 months,577,531
Hutt Valley,2011-01-01,5 years,496,374
Hutt Valley,2011-01-01,6 months,569,427
Hutt Valley,2011-04-01,12 months,567,530
Hutt Valley,2011-04-01,18 months,586,474
Hutt Valley,2011-04-01,24 months,577,520
Hutt Valley,2011-04-01,5 years,499,377
Hutt Valley,2011-04-01,6 months,530,401
Hutt Valley,2011-07-01,12 months,568,537
Hutt Valley,2011-07-01,18 months,588,495
Hutt Valley,2011-07-01,24 months,555,507
Hutt Valley,2011-07-01,5 years,543,432
Hutt Valley,2011-07-01,6 months,553,425
Hutt Valley,2011-10-01,12 months,530,499
Hutt Valley,2011-10-01,18 months,585,493
Hutt Valley,2011-10-01,24 months,588,542
Hutt Valley,2011-10-01,5 years,529,426
Hutt Valley,2011-10-01,6 months,520,410
Hutt Valley,2011-12-31,12 months,546,516
Hutt Valley,2011-12-31,18 months,553,485
Hutt Valley,2011-12-31,24 months,573,537
Hutt Valley,2011-12-31,5 years,557,467
Hutt Valley,2011-12-31,6 months,517,428
Hutt Valley,2012-03-31,12 months,511,481
Hutt Valley,2012-03-31,18 months,529,456
Hutt Valley,2012-03-31,24 months,574,531
Hutt Valley,2012-03-31,5 years,528,448
Hutt Valley,2012-03-31,6 months,502,388
Hutt Valley,2012-06-30,12 months,524,502
Hutt Valley,2012-06-30,18 months,538,464
Hutt Valley,2012-06-30,24 months,556,520
Hutt Valley,2012-06-30,5 years,563,477
Hutt Valley,2012-06-30,6 months,531,419
Hutt Valley,2012-09-30,12 months,520,496
Hutt Valley,2012-09-30,18 months,527,460
Hutt Valley,2012-09-30,24 months,530,495
Hutt Valley,2012-09-30,5 years,559,463
Hutt Valley,2012-09-30,6 months,514,413
Hutt Valley,2012-09-30,8 months,537,487
Hutt Valley,2012-12-31,12 months,534,508
Hutt Valley,2012-12-31,18 months,531,474
Hutt Valley,2012-12-31,24 months,538,503
Hutt Valley,2012-12-31,5 years,562,465
Hutt Valley,2012-12-31,6 months,506,430
Hutt Valley,2012-12-31,8 months,491,459
Hutt Valley,2013-03-31,12 months,514,493
Hutt Valley,2013-03-31,18 months,524,452
Hutt Valley,2013-03-31,24 months,526,489
Hutt Valley,2013-03-31,5 years,560,448
Hutt Valley,2013-03-31,6 months,521,428
Hutt Valley,2013-03-31,8 months,513,480
Hutt Valley,2013-06-30,12 months,518,493
Hutt Valley,2013-06-30,18 months,519,448
Hutt Valley,2013-06-30,24 months,536,502
Hutt Valley,2013-06-30,5 years,609,502
Hutt Valley,2013-06-30,6 months,486,409
Hutt Valley,2013-06-30,8 months,513,469
Hutt Valley,2013-09-30,12 months,523,502
Hutt Valley,2013-09-30,18 months,510,445
Hutt Valley,2013-09-30,24 months,527,496
Hutt Valley,2013-09-30,5 years,544,455
Hutt Valley,2013-09-30,6 months,460,368
Hutt Valley,2013-09-30,8 months,481,453
Hutt Valley,2013-12-31,12 months,480,463
Hutt Valley,2013-12-31,18 months,525,469
Hutt Valley,2013-12-31,24 months,514,476
Hutt Valley,2013-12-31,5 years,565,463
Hutt Valley,2013-12-31,6 months,481,400
Hutt Valley,2013-12-31,8 months,469,433
Hutt Valley,2014-03-31,12 months,467,444
Hutt Valley,2014-03-31,18 months,522,460
Hutt Valley,2014-03-31,24 months,514,482
Hutt Valley,2014-03-31,5 years,558,439
Hutt Valley,2014-03-31,6 months,485,375
Hutt Valley,2014-03-31,8 months,476,432
Hutt Valley,2014-06-30,12 months,484,461
Hutt Valley,2014-06-30,18 months,482,436
Hutt Valley,2014-06-30,24 months,528,502
Hutt Valley,2014-06-30,5 years,524,444
Hutt Valley,2014-06-30,6 months,498,397
Hutt Valley,2014-06-30,8 months,507,473
Hutt Valley,2014-09-30,12 months,489,462
Hutt Valley,2014-09-30,18 months,469,430
Hutt Valley,2014-09-30,24 months,526,494
Hutt Valley,2014-09-30,5 years,572,505
Hutt Valley,2014-09-30,6 months,470,390
Hutt Valley,2014-09-30,8 months,469,436
Hutt Valley,2014-12-31,12 months,500,476
Hutt Valley,2014-12-31,18 months,488,445
Hutt Valley,2014-12-31,24 months,489,467
Hutt Valley,2014-12-31,5 years,567,503
Hutt Valley,2014-12-31,6 months,466,398
Hutt Valley,2014-12-31,8 months,480,459
Hutt Valley,2015-03-31,12 months,473,458
Hutt Valley,2015-03-31,18 months,488,448
Hutt Valley,2015-03-31,24 months,476,454
Hutt Valley,2015-03-31,5 years,558,493
Hutt Valley,2015-03-31,6 months,438,371
Hutt Valley,2015-03-31,8 months,442,419
Hutt Valley,2015-06-30,12 months,467,451
Hutt Valley,2015-06-30,18 months,489,442
Hutt Valley,2015-06-30,24 months,493,469
Hutt Valley,2015-06-30,5 years,567,499
Hutt Valley,2015-06-30,6 months,494,418
Hutt Valley,2015-06-30,8 months,461,437
Hutt Valley,2015-09-30,12 months,442,423
Hutt Valley,2015-09-30,18 months,472,427
Hutt Valley,2015-09-30,24 months,494,470
Hutt Valley,2015-09-30,5 years,526,467
Hutt Valley,2015-09-30,6 months,489,410
Hutt Valley,2015-09-30,8 months,502,474
Hutt Valley,2015-12-31,12 months,510,488
Hutt Valley,2015-12-31,18 months,480,437
Hutt Valley,2015-12-31,24 months,497,458
Hutt Valley,2015-12-31,5 years,542,497
Hutt Valley,2015-12-31,6 months,449,389
Hutt Valley,2015-12-31,8 months,461,431
Hutt Valley,2016-03-31,12 months,501,478
Hutt Valley,2016-03-31,18 months,438,388
Hutt Valley,2016-03-31,24 months,475,448
Hutt Valley,2016-03-31,5 years,549,491
Hutt Valley,2016-03-31,6 months,531,452
Hutt Valley,2016-03-31,8 months,523,493
Hutt Valley,2016-06-30,12 months,465,447
Hutt Valley,2016-06-30,18 months,517,473
Hutt Valley,2016-06-30,24 months,490,466
Hutt Valley,2016-06-30,5 years,544,476
Hutt Valley,2016-06-30,6 months,508,447
Hutt Valley,2016-06-30,8 months,505,479
Hutt Valley,2016-09-30,12 months,541,524
Hutt Valley,2016-09-30,18 months,504,456
Hutt Valley,2016-09-30,24 months,446,416
Hutt Valley,2016-09-30,5 years,526,477
Hutt Valley,2016-09-30,6 months,468,419
Hutt Valley,2016-09-30,8 months,498,476
Hutt Valley,2016-12-31,12 months,514,496
Hutt Valley,2016-12-31,18 months,467,421
Hutt Valley,2016-12-31,24 months,523,500
Hutt Valley,2016-12-31,5 years,515,464
Hutt Valley,2016-12-31,6 months,498,425
Hutt Valley,2016-12-31,8 months,468,454
Hutt Valley,2017-03-31,12 months,463,453
Hutt Valley,2017-03-31,18 months,531,466
Hutt Valley,2017-03-31,24 months,511,477
Hutt Valley,2017-03-31,5 years,531,487
Hutt Valley,2017-03-31,6 months,521,435
Hutt Valley,2017-03-31,8 months,498,463
Hutt Valley,2017-06-30,12 months,502,475
Hutt Valley,2017-06-30,18 months,510,464
Hutt Valley,2017-06-30,24 months,474,441
Hutt Valley,2017-06-30,5 years,532,487
Hutt Valley,2017-06-30,6 months,503,416
Hutt Valley,2017-06-30,8 months,522,481
Hutt Valley,2017-09-30,12 months,530,502
Hutt Valley,2017-09-30,18 months,475,426
Hutt Valley,2017-09-30,24 months,541,501
Hutt Valley,2017-09-30,5 years,552,498
Hutt Valley,2017-09-30,6 months,475,403
Hutt Valley,2017-09-30,8 months,511,475
Hutt Valley,2017-12-31,12 months,513,488
Hutt Valley,2017-12-31,18 months,512,454
Hutt Valley,2017-12-31,24 months,512,482
Hutt Valley,2017-12-31,5 years,513,477
Hutt Valley,2017-12-31,6 months,485,404
Hutt Valley,2017-12-31,8 months,456,430
Hutt Valley,2018-03-31,12 months,474,450
Hutt Valley,2018-03-31,18 months,527,460
Hutt Valley,2018-03-31,24 months,483,455
Hutt Valley,2018-03-31,5 years,498,462
Hutt Valley,2018-03-31,6 months,525,451
Hutt Valley,2018-03-31,8 months,515,481
Hutt Valley,2018-06-30,12 months,496,471
Hutt Valley,2018-06-30,18 months,500,445
Hutt Valley,2018-06-30,24 months,523,477
Hutt Valley,2018-06-30,5 years,516,472
Hutt Valley,2018-06-30,6 months,486,408
Hutt Valley,2018-06-30,8 months,521,485
Hutt Valley,2018-09-30,12 months,524,502
Hutt Valley,2018-09-30,18 months,492,425
Hutt Valley,2018-09-30,24 months,532,489
Hutt Valley,2018-09-30,5 years,503,458
Hutt Valley,2018-09-30,6 months,492,408
Hutt Valley,2018-09-30,8 months,479,441
Hutt Valley,2018-12-31,12 months,489,459
Hutt Valley,2018-12-31,18 months,504,444
Hutt Valley,2018-12-31,24 months,507,471
Hutt Valley,2018-12-31,5 years,550,482
Hutt Valley,2018-12-31,6 months,452,362
Hutt Valley,2018-12-31,8 months,467,418
Hutt Valley,2019-03-31,12 months,491,459
Hutt Valley,2019-03-31,18 months,524,462
Hutt Valley,2019-03-31,24 months,495,457
Hutt Valley,2019-03-31,5 years,486,440
Hutt Valley,2019-03-31,6 months,480,403
Hutt Valley,2019-03-31,8 months,461,412
Hutt Valley,2019-06-30,12 months,459,424
Hutt Valley,2019-06-30,18 months,491,432
Hutt Valley,2019-06-30,24 months,509,472
Hutt Valley,2019-06-30,5 years,516,465
Hutt Valley,2019-06-30,6 months,525,448
Hutt Valley,2019-06-30,8 months,514,467
Hutt Valley,2019-09-30,12 months,487,445
Hutt Valley,2019-09-30,18 months,507,443
Hutt Valley,2019-09-30,24 months,533,504
Hutt Valley,2019-09-30,5 years,490,426
Hutt Valley,2019-09-30,6 months,507,404
Hutt Valley,2019-09-30,8 months,548,507
Hutt Valley,2019-12-31,12 months,537,515
Hutt Valley,2019-12-31,18 months,470,422
Hutt Valley,2019-12-31,24 months,499,468
Hutt Valley,2019-12-31,5 years,551,496
Hutt Valley,2019-12-31,6 months,481,410
Hutt Valley,2019-12-31,8 months,482,447
Hutt Valley,2020-03-31,12 months,513,482
Hutt Valley,2020-03-31,18 months,490,424
Hutt Valley,2020-03-31,24 months,512,468
Hutt Valley,2020-03-31,5 years,530,470
Hutt Valley,2020-03-31,6 months,520,427
Hutt Valley,2020-03-31,8 months,473,432
Hutt Valley,2020-06-30,12 months,490,460
Hutt Valley,2020-06-30,18 months,538,477
Hutt Valley,2020-06-30,24 months,476,442
Hutt Valley,2020-06-30,5 years,485,434
Hutt Valley,2020-06-30,6 months,466,384
Hutt Valley,2020-06-30,8 months,528,482
Hutt Valley,2020-09-30,12 months,524,492
Hutt Valley,2020-09-30,18 months,512,430
Hutt Valley,2020-09-30,24 months,494,448
Hutt Valley,2020-09-30,5 years,553,502
Hutt Valley,2020-09-30,6 months,514,420
Hutt Valley,2020-09-30,8 months,467,432
Hutt Valley,2020-12-31,12 months,474,450
Hutt Valley,2020-12-31,18 months,487,367
Hutt Valley,2020-12-31,24 months,538,497
Hutt Valley,2020-12-31,5 years,529,462
Hutt Valley,2020-12-31,6 months,501,411
Hutt Valley,2020-12-31,8 months,495,452
Hutt Valley,2021-03-31,12 months,509,475
Hutt Valley,2021-03-31,18 months,512,373
Hutt Valley,2021-03-31,24 months,512,459
Hutt Valley,2021-03-31,5 years,489,428
Hutt Valley,2021-03-31,6 months,504,421
Hutt Valley,2021-03-31,8 months,543,484
Lakes,2009-07-01,12 months,444,311
Lakes,2009-07-01,18 months,430,222
Lakes,2009-07-01,24 months,440,266
Lakes,2009-07-01,6 months,464,230
Lakes,2010-01-01,12 months,465,385
Lakes,2010-01-01,18 months,455,257
Lakes,2010-01-01,24 months,436,337
Lakes,2010-01-01,6 months,428,247
Lakes,2010-04-01,12 months,430,363
Lakes,2010-04-01,18 months,439,216
Lakes,2010-04-01,24 months,420,325
Lakes,2010-04-01,6 months,436,285
Lakes,2010-07-01,12 months,424,362
Lakes,2010-07-01,18 months,479,322
Lakes,2010-07-01,24 months,460,400
Lakes,2010-07-01,6 months,436,274
Lakes,2010-10-01,12 months,439,378
Lakes,2010-10-01,18 months,432,323
Lakes,2010-10-01,24 months,440,380
Lakes,2010-10-01,5 years,268,188
Lakes,2010-10-01,6 months,400,245
Lakes,2011-01-01,12 months,430,358
Lakes,2011-01-01,18 months,431,306
Lakes,2011-01-01,24 months,471,406
Lakes,2011-01-01,5 years,397,266
Lakes,2011-01-01,6 months,449,272
Lakes,2011-04-01,12 months,390,330
Lakes,2011-04-01,18 months,467,357
Lakes,2011-04-01,24 months,433,370
Lakes,2011-04-01,5 years,444,318
Lakes,2011-04-01,6 months,397,234
Lakes,2011-07-01,12 months,452,382
Lakes,2011-07-01,18 months,442,333
Lakes,2011-07-01,24 months,435,385
Lakes,2011-07-01,5 years,397,284
