DHB,Date,Age,Eligible,Immunised
Taranaki,2019-06-30,24 months,380,340
Taranaki,2019-06-30,5 years,430,372
Taranaki,2019-06-30,6 months,410,312
Taranaki,2019-06-30,8 months,405,367
Taranaki,2019-09-30,12 months,404,369
Taranaki,2019-09-30,18 months,414,333
Taranaki,2019-09-30,24 months,343,292
Taranaki,2019-09-30,5 years,439,384
Taranaki,2019-09-30,6 months,398,307
Taranaki,2019-09-30,8 months,388,352
Taranaki,2019-12-31,12 months,413,384
Taranaki,2019-12-31,18 months,388,332
Taranaki,2019-12-31,24 months,376,338
Taranaki,2019-12-31,5 years,434,382
Taranaki,2019-12-31,6 months,422,332
Taranaki,2019-12-31,8 months,413,368
Taranaki,2020-03-31,12 months,395,364
Taranaki,2020-03-31,18 months,414,355
Taranaki,2020-03-31,24 months,412,359
Taranaki,2020-03-31,5 years,458,397
Taranaki,2020-03-31,6 months,353,257
Taranaki,2020-03-31,8 months,406,352
Taranaki,2020-06-30,12 months,414,381
Taranaki,2020-06-30,18 months,421,332
Taranaki,2020-06-30,24 months,395,349
Taranaki,2020-06-30,5 years,394,349
Taranaki,2020-06-30,6 months,349,227
Taranaki,2020-06-30,8 months,342,284
Taranaki,2020-09-30,12 months,357,311
Taranaki,2020-09-30,18 months,405,323
Taranaki,2020-09-30,24 months,423,373
Taranaki,2020-09-30,5 years,422,373
Taranaki,2020-09-30,6 months,348,245
Taranaki,2020-09-30,8 months,329,274
Taranaki,2020-12-31,12 months,339,291
Taranaki,2020-12-31,18 months,422,310
Taranaki,2020-12-31,24 months,426,370
Taranaki,2020-12-31,5 years,460,405
Taranaki,2020-12-31,6 months,354,272
Taranaki,2020-12-31,8 months,360,312
Taranaki,2021-03-31,12 months,357,317
Taranaki,2021-03-31,18 months,355,215
Taranaki,2021-03-31,24 months,398,343
Taranaki,2021-03-31,5 years,383,327
Taranaki,2021-03-31,6 months,373,267
Taranaki,2021-03-31,8 months,369,311
Waikato,2009-07-01,12 months,1401,1111
Waikato,2009-07-01,18 months,1493,970
Waikato,2009-07-01,24 months,1497,1139
Waikato,2009-07-01,6 months,1448,762
Waikato,2010-01-01,12 months,1480,1184
Waikato,2010-01-01,18 months,1432,1030
Waikato,2010-01-01,24 months,1480,1185
Waikato,2010-01-01,6 months,1428,850
Waikato,2010-04-01,12 months,1386,1133
Waikato,2010-04-01,18 months,1543,1037
Waikato,2010-04-01,24 months,1498,1257
Waikato,2010-04-01,6 months,1428,815
Waikato,2010-07-01,12 months,1426,1189
Waikato,2010-07-01,18 months,1476,999
Waikato,2010-07-01,24 months,1435,1232
Waikato,2010-07-01,6 months,1412,762
Waikato,2010-10-01,12 months,1438,1200
Waikato,2010-10-01,18 months,1391,1003
Waikato,2010-10-01,24 months,1518,1310
Waikato,2010-10-01,5 years,1360,921
Waikato,2010-10-01,6 months,1439,875
Waikato,2011-01-01,12 months,1412,1199
Waikato,2011-01-01,18 months,1440,1044
Waikato,2011-01-01,24 months,1467,1290
Waikato,2011-01-01,5 years,1414,1012
Waikato,2011-01-01,6 months,1420,858
Waikato,2011-04-01,12 months,1436,1199
Waikato,2011-04-01,18 months,1435,1019
Waikato,2011-04-01,24 months,1385,1255
Waikato,2011-04-01,5 years,1400,1024
Waikato,2011-04-01,6 months,1424,823
Waikato,2011-07-01,12 months,1428,1195
Waikato,2011-07-01,18 months,1432,1027
Waikato,2011-07-01,24 months,1422,1288
Waikato,2011-07-01,5 years,1356,953
Waikato,2011-07-01,6 months,1479,884
Waikato,2011-10-01,12 months,1436,1231
Waikato,2011-10-01,18 months,1427,1116
Waikato,2011-10-01,24 months,1424,1280
Waikato,2011-10-01,5 years,1405,1034
Waikato,2011-10-01,6 months,1435,868
Waikato,2011-12-31,12 months,1486,1267
Waikato,2011-12-31,18 months,1380,1090
Waikato,2011-12-31,24 months,1422,1285
Waikato,2011-12-31,5 years,1432,1096
Waikato,2011-12-31,6 months,1347,850
Waikato,2012-03-31,12 months,1406,1221
Waikato,2012-03-31,18 months,1457,1096
Waikato,2012-03-31,24 months,1406,1279
Waikato,2012-03-31,5 years,1452,1124
Waikato,2012-03-31,6 months,1368,866
Waikato,2012-06-30,12 months,1347,1144
Waikato,2012-06-30,18 months,1475,1111
Waikato,2012-06-30,24 months,1363,1249
Waikato,2012-06-30,5 years,1491,1152
Waikato,2012-06-30,6 months,1356,847
Waikato,2012-09-30,12 months,1377,1176
Waikato,2012-09-30,18 months,1404,1037
Waikato,2012-09-30,24 months,1442,1260
Waikato,2012-09-30,5 years,1428,1053
Waikato,2012-09-30,6 months,1361,873
Waikato,2012-09-30,8 months,1347,1072
Waikato,2012-12-31,12 months,1352,1182
Waikato,2012-12-31,18 months,1374,1019
Waikato,2012-12-31,24 months,1467,1283
Waikato,2012-12-31,5 years,1550,1152
Waikato,2012-12-31,6 months,1402,891
Waikato,2012-12-31,8 months,1355,1114
Waikato,2013-03-31,12 months,1367,1225
Waikato,2013-03-31,18 months,1393,1043
Waikato,2013-03-31,24 months,1398,1224
Waikato,2013-03-31,5 years,1537,1010
Waikato,2013-03-31,6 months,1379,895
Waikato,2013-03-31,8 months,1429,1161
Waikato,2013-06-30,12 months,1414,1240
Waikato,2013-06-30,18 months,1334,1034
Waikato,2013-06-30,24 months,1359,1188
Waikato,2013-06-30,5 years,1480,1064
Waikato,2013-06-30,6 months,1390,931
Waikato,2013-06-30,8 months,1453,1209
Waikato,2013-09-30,12 months,1386,1232
Waikato,2013-09-30,18 months,1365,1033
Waikato,2013-09-30,24 months,1371,1227
Waikato,2013-09-30,5 years,1569,1093
Waikato,2013-09-30,6 months,1310,882
Waikato,2013-09-30,8 months,1287,1116
Waikato,2013-12-31,12 months,1385,1242
Waikato,2013-12-31,18 months,1423,1032
Waikato,2013-12-31,24 months,1338,1188
Waikato,2013-12-31,5 years,1494,1051
Waikato,2013-12-31,6 months,1271,865
Waikato,2013-12-31,8 months,1322,1156
Waikato,2014-03-31,12 months,1329,1214
Waikato,2014-03-31,18 months,1377,1043
Waikato,2014-03-31,24 months,1370,1232
Waikato,2014-03-31,5 years,1442,1017
Waikato,2014-03-31,6 months,1374,941
Waikato,2014-03-31,8 months,1273,1090
Waikato,2014-06-30,12 months,1294,1167
Waikato,2014-06-30,18 months,1420,1136
Waikato,2014-06-30,24 months,1420,1258
Waikato,2014-06-30,5 years,1463,1061
Waikato,2014-06-30,6 months,1330,965
Waikato,2014-06-30,8 months,1385,1229
Waikato,2014-09-30,12 months,1387,1263
Waikato,2014-09-30,18 months,1357,1120
Waikato,2014-09-30,24 months,1372,1251
Waikato,2014-09-30,5 years,1463,1106
Waikato,2014-09-30,6 months,1291,922
Waikato,2014-09-30,8 months,1328,1198
Waikato,2014-12-31,12 months,1326,1224
Waikato,2014-12-31,18 months,1312,1031
Waikato,2014-12-31,24 months,1397,1272
Waikato,2014-12-31,5 years,1498,1097
Waikato,2014-12-31,6 months,1302,961
Waikato,2014-12-31,8 months,1268,1151
Waikato,2015-03-31,12 months,1304,1202
Waikato,2015-03-31,18 months,1392,1099
Waikato,2015-03-31,24 months,1343,1249
Waikato,2015-03-31,5 years,1484,1119
Waikato,2015-03-31,6 months,1360,1040
Waikato,2015-03-31,8 months,1331,1216
Waikato,2015-06-30,12 months,1318,1218
Waikato,2015-06-30,18 months,1355,1091
Waikato,2015-06-30,24 months,1309,1193
Waikato,2015-06-30,5 years,1447,1094
Waikato,2015-06-30,6 months,1360,1014
Waikato,2015-06-30,8 months,1415,1284
Waikato,2015-09-30,12 months,1364,1264
Waikato,2015-09-30,18 months,1311,1068
Waikato,2015-09-30,24 months,1391,1263
Waikato,2015-09-30,5 years,1539,1181
Waikato,2015-09-30,6 months,1362,1030
Waikato,2015-09-30,8 months,1342,1210
Waikato,2015-12-31,12 months,1380,1267
Waikato,2015-12-31,18 months,1336,1039
Waikato,2015-12-31,24 months,1341,1231
Waikato,2015-12-31,5 years,1538,1139
Waikato,2015-12-31,6 months,1334,1031
Waikato,2015-12-31,8 months,1318,1219
Waikato,2016-03-31,12 months,1366,1279
Waikato,2016-03-31,18 months,1395,1094
Waikato,2016-03-31,24 months,1312,1190
Waikato,2016-03-31,5 years,1450,1172
Waikato,2016-03-31,6 months,1330,993
Waikato,2016-03-31,8 months,1381,1263
Waikato,2016-06-30,12 months,1351,1253
Waikato,2016-06-30,18 months,1412,1141
Waikato,2016-06-30,24 months,1332,1215
Waikato,2016-06-30,5 years,1437,1199
Waikato,2016-06-30,6 months,1378,1014
Waikato,2016-06-30,8 months,1351,1209
Waikato,2016-09-30,12 months,1335,1246
Waikato,2016-09-30,18 months,1363,1133
Waikato,2016-09-30,24 months,1384,1272
Waikato,2016-09-30,5 years,1444,1247
Waikato,2016-09-30,6 months,1338,1032
Waikato,2016-09-30,8 months,1334,1231
Waikato,2016-12-31,12 months,1376,1274
Waikato,2016-12-31,18 months,1362,1100
Waikato,2016-12-31,24 months,1408,1288
Waikato,2016-12-31,5 years,1454,1264
Waikato,2016-12-31,6 months,1368,1034
Waikato,2016-12-31,8 months,1336,1226
Waikato,2017-03-31,12 months,1340,1255
Waikato,2017-03-31,18 months,1375,1102
Waikato,2017-03-31,24 months,1365,1265
Waikato,2017-03-31,5 years,1448,1283
Waikato,2017-03-31,6 months,1409,1014
Waikato,2017-03-31,8 months,1393,1260
Waikato,2017-06-30,12 months,1378,1263
Waikato,2017-06-30,18 months,1428,1140
Waikato,2017-06-30,24 months,1365,1254
Waikato,2017-06-30,5 years,1499,1297
Waikato,2017-06-30,6 months,1428,975
Waikato,2017-06-30,8 months,1405,1245
Waikato,2017-09-30,12 months,1424,1300
Waikato,2017-09-30,18 months,1354,1075
Waikato,2017-09-30,24 months,1370,1265
Waikato,2017-09-30,5 years,1476,1295
Waikato,2017-09-30,6 months,1366,973
Waikato,2017-09-30,8 months,1420,1254
Waikato,2017-12-31,12 months,1434,1296
Waikato,2017-12-31,18 months,1410,1108
Waikato,2017-12-31,24 months,1424,1285
Waikato,2017-12-31,5 years,1516,1313
Waikato,2017-12-31,6 months,1364,953
Waikato,2017-12-31,8 months,1347,1212
Waikato,2018-03-31,12 months,1383,1277
Waikato,2018-03-31,18 months,1448,1123
Waikato,2018-03-31,24 months,1372,1243
Waikato,2018-03-31,5 years,1450,1283
Waikato,2018-03-31,6 months,1373,920
Waikato,2018-03-31,8 months,1375,1217
Waikato,2018-06-30,12 months,1372,1250
Waikato,2018-06-30,18 months,1450,1105
Waikato,2018-06-30,24 months,1404,1254
Waikato,2018-06-30,5 years,1455,1231
Waikato,2018-06-30,6 months,1415,981
Waikato,2018-06-30,8 months,1434,1259
Waikato,2018-09-30,12 months,1378,1232
Waikato,2018-09-30,18 months,1380,1047
Waikato,2018-09-30,24 months,1451,1292
Waikato,2018-09-30,5 years,1485,1264
Waikato,2018-09-30,6 months,1386,960
Waikato,2018-09-30,8 months,1392,1228
Waikato,2018-12-31,12 months,1430,1304
Waikato,2018-12-31,18 months,1402,1038
Waikato,2018-12-31,24 months,1450,1273
Waikato,2018-12-31,5 years,1423,1225
Waikato,2018-12-31,6 months,1353,920
Waikato,2018-12-31,8 months,1390,1225
Waikato,2019-03-31,12 months,1389,1255
Waikato,2019-03-31,18 months,1403,1067
Waikato,2019-03-31,24 months,1391,1219
Waikato,2019-03-31,5 years,1392,1192
Waikato,2019-03-31,6 months,1346,890
Waikato,2019-03-31,8 months,1337,1146
Waikato,2019-06-30,12 months,1353,1210
Waikato,2019-06-30,18 months,1438,1151
Waikato,2019-06-30,24 months,1410,1224
Waikato,2019-06-30,5 years,1431,1222
Waikato,2019-06-30,6 months,1388,991
Waikato,2019-06-30,8 months,1348,1192
Waikato,2019-09-30,12 months,1366,1241
Waikato,2019-09-30,18 months,1400,1142
Waikato,2019-09-30,24 months,1402,1239
Waikato,2019-09-30,5 years,1470,1251
Waikato,2019-09-30,6 months,1457,1046
Waikato,2019-09-30,8 months,1439,1268
Waikato,2019-12-31,12 months,1406,1287
Waikato,2019-12-31,18 months,1376,1141
Waikato,2019-12-31,24 months,1437,1297
Waikato,2019-12-31,5 years,1520,1331
Waikato,2019-12-31,6 months,1356,996
Waikato,2019-12-31,8 months,1369,1236
Waikato,2020-03-31,12 months,1462,1341
Waikato,2020-03-31,18 months,1393,1102
Waikato,2020-03-31,24 months,1400,1265
Waikato,2020-03-31,5 years,1456,1277
Waikato,2020-03-31,6 months,1372,1010
Waikato,2020-03-31,8 months,1393,1216
Waikato,2020-06-30,12 months,1369,1224
Waikato,2020-06-30,18 months,1395,1085
Waikato,2020-06-30,24 months,1385,1213
Waikato,2020-06-30,5 years,1449,1269
Waikato,2020-06-30,6 months,1386,950
Waikato,2020-06-30,8 months,1379,1222
Waikato,2020-09-30,12 months,1381,1256
Waikato,2020-09-30,18 months,1467,1120
Waikato,2020-09-30,24 months,1414,1235
Waikato,2020-09-30,5 years,1469,1248
Waikato,2020-09-30,6 months,1369,885
Waikato,2020-09-30,8 months,1375,1178
Waikato,2020-12-31,12 months,1406,1274
Waikato,2020-12-31,18 months,1360,896
Waikato,2020-12-31,24 months,1417,1220
Waikato,2020-12-31,5 years,1507,1217
Waikato,2020-12-31,6 months,1412,1006
Waikato,2020-12-31,8 months,1384,1177
Waikato,2021-03-31,12 months,1407,1250
Waikato,2021-03-31,18 months,1401,875
Waikato,2021-03-31,24 months,1485,1258
Waikato,2021-03-31,5 years,1506,1191
Waikato,2021-03-31,6 months,1425,928
Waikato,2021-03-31,8 months,1425,1220
Wairarapa,2009-07-01,12 months,124,106
Wairarapa,2009-07-01,18 months,139,94
Wairarapa,2009-07-01,24 months,126,99
Wairarapa,2009-07-01,6 months,133,88
Wairarapa,2010-01-01,12 months,142,135
Wairarapa,2010-01-01,18 months,127,118
Wairarapa,2010-01-01,24 months,142,118
Wairarapa,2010-01-01,6 months,101,73
Wairarapa,2010-04-01,12 months,143,137
Wairarapa,2010-04-01,18 months,141,104
Wairarapa,2010-04-01,24 months,131,113
Wairarapa,2010-04-01,6 months,144,101
Wairarapa,2010-07-01,12 months,100,94
Wairarapa,2010-07-01,18 months,142,109
Wairarapa,2010-07-01,24 months,128,122
Wairarapa,2010-07-01,6 months,147,90
Wairarapa,2010-10-01,12 months,145,135
Wairarapa,2010-10-01,18 months,145,132
Wairarapa,2010-10-01,24 months,141,115
Wairarapa,2010-10-01,6 months,143,104
Wairarapa,2011-01-01,12 months,150,141
Wairarapa,2011-01-01,18 months,100,85
Wairarapa,2011-01-01,24 months,140,128
Wairarapa,2011-01-01,5 years,113,93
Wairarapa,2011-01-01,6 months,118,78
Wairarapa,2011-04-01,12 months,139,130
Wairarapa,2011-04-01,18 months,140,112
Wairarapa,2011-04-01,24 months,150,139
Wairarapa,2011-04-01,5 years,132,108
Wairarapa,2011-04-01,6 months,123,91
Wairarapa,2011-07-01,12 months,123,112
Wairarapa,2011-07-01,18 months,157,137
Wairarapa,2011-07-01,24 months,101,95
Wairarapa,2011-07-01,5 years,148,124
Wairarapa,2011-07-01,6 months,130,99
Wairarapa,2011-10-01,12 months,128,120
Wairarapa,2011-10-01,18 months,141,120
Wairarapa,2011-10-01,24 months,147,131
Wairarapa,2011-10-01,5 years,154,141
Wairarapa,2011-10-01,6 months,135,109
Wairarapa,2011-12-31,12 months,133,126
Wairarapa,2011-12-31,18 months,129,114
Wairarapa,2011-12-31,24 months,157,147
Wairarapa,2011-12-31,5 years,148,133
Wairarapa,2011-12-31,6 months,114,91
Wairarapa,2012-03-31,12 months,136,126
Wairarapa,2012-03-31,18 months,132,121
Wairarapa,2012-03-31,24 months,137,132
Wairarapa,2012-03-31,5 years,136,113
Wairarapa,2012-03-31,6 months,129,100
Wairarapa,2012-06-30,12 months,118,115
Wairarapa,2012-06-30,18 months,130,122
Wairarapa,2012-06-30,24 months,131,123
Wairarapa,2012-06-30,5 years,142,128
Wairarapa,2012-06-30,6 months,121,98
Wairarapa,2012-09-30,12 months,134,130
Wairarapa,2012-09-30,18 months,133,115
Wairarapa,2012-09-30,24 months,133,115
Wairarapa,2012-09-30,5 years,140,125
Wairarapa,2012-09-30,6 months,141,104
Wairarapa,2012-09-30,8 months,118,104
Wairarapa,2012-12-31,12 months,122,113
Wairarapa,2012-12-31,18 months,118,105
Wairarapa,2012-12-31,24 months,132,125
Wairarapa,2012-12-31,5 years,147,133
Wairarapa,2012-12-31,6 months,119,103
Wairarapa,2012-12-31,8 months,135,113
Wairarapa,2013-03-31,12 months,143,129
Wairarapa,2013-03-31,18 months,125,115
Wairarapa,2013-03-31,24 months,132,121
Wairarapa,2013-03-31,5 years,139,105
Wairarapa,2013-03-31,6 months,117,90
Wairarapa,2013-03-31,8 months,123,119
Wairarapa,2013-06-30,12 months,117,114
Wairarapa,2013-06-30,18 months,130,117
Wairarapa,2013-06-30,24 months,118,111
Wairarapa,2013-06-30,5 years,140,124
Wairarapa,2013-06-30,6 months,100,83
Wairarapa,2013-06-30,8 months,100,95
Wairarapa,2013-09-30,12 months,116,101
Wairarapa,2013-09-30,18 months,142,117
Wairarapa,2013-09-30,24 months,125,122
Wairarapa,2013-09-30,5 years,146,122
Wairarapa,2013-09-30,6 months,123,103
Wairarapa,2013-09-30,8 months,109,105
Wairarapa,2013-12-31,12 months,101,99
Wairarapa,2013-12-31,18 months,118,108
Wairarapa,2013-12-31,24 months,130,121
Wairarapa,2013-12-31,5 years,140,124
Wairarapa,2013-12-31,6 months,94,84
Wairarapa,2013-12-31,8 months,108,104
Wairarapa,2014-03-31,12 months,125,123
Wairarapa,2014-03-31,18 months,121,97
Wairarapa,2014-03-31,24 months,141,125
Wairarapa,2014-03-31,5 years,154,143
Wairarapa,2014-03-31,6 months,119,94
Wairarapa,2014-03-31,8 months,100,96
Wairarapa,2014-06-30,12 months,96,94
Wairarapa,2014-06-30,18 months,107,104
Wairarapa,2014-06-30,24 months,116,114
Wairarapa,2014-06-30,5 years,101,95
Wairarapa,2014-06-30,6 months,123,96
Wairarapa,2014-06-30,8 months,111,99
Wairarapa,2014-09-30,12 months,107,98
Wairarapa,2014-09-30,18 months,119,108
Wairarapa,2014-09-30,24 months,112,104
Wairarapa,2014-09-30,5 years,137,121
Wairarapa,2014-09-30,6 months,115,94
Wairarapa,2014-09-30,8 months,131,108
Wairarapa,2014-12-31,12 months,125,113
Wairarapa,2014-12-31,18 months,98,93
Wairarapa,2014-12-31,24 months,109,107
Wairarapa,2014-12-31,5 years,158,145
Wairarapa,2014-12-31,6 months,105,78
Wairarapa,2014-12-31,8 months,118,113
Wairarapa,2015-03-31,12 months,128,122
Wairarapa,2015-03-31,18 months,123,102
Wairarapa,2015-03-31,24 months,133,127
Wairarapa,2015-03-31,5 years,152,145
Wairarapa,2015-03-31,6 months,125,90
Wairarapa,2015-03-31,8 months,109,104
Wairarapa,2015-06-30,12 months,105,100
Wairarapa,2015-06-30,18 months,120,106
Wairarapa,2015-06-30,24 months,98,96
Wairarapa,2015-06-30,5 years,133,119
Wairarapa,2015-06-30,6 months,116,99
Wairarapa,2015-06-30,8 months,130,120
Wairarapa,2015-09-30,12 months,117,110
Wairarapa,2015-09-30,18 months,121,103
Wairarapa,2015-09-30,24 months,105,96
Wairarapa,2015-09-30,5 years,138,126
Wairarapa,2015-09-30,6 months,99,88
Wairarapa,2015-09-30,8 months,110,107
Wairarapa,2015-12-31,12 months,118,115
Wairarapa,2015-12-31,18 months,107,95
Wairarapa,2015-12-31,24 months,120,109
Wairarapa,2015-12-31,5 years,131,122
Wairarapa,2015-12-31,6 months,111,89
Wairarapa,2015-12-31,8 months,91,87
Wairarapa,2016-03-31,12 months,99,97
Wairarapa,2016-03-31,18 months,118,107
Wairarapa,2016-03-31,24 months,123,108
Wairarapa,2016-03-31,5 years,142,118
Wairarapa,2016-03-31,6 months,118,100
Wairarapa,2016-03-31,8 months,117,113
Wairarapa,2016-06-30,12 months,108,103
Wairarapa,2016-06-30,18 months,118,110
Wairarapa,2016-06-30,24 months,106,101
Wairarapa,2016-06-30,5 years,113,104
Wairarapa,2016-06-30,6 months,123,98
Wairarapa,2016-06-30,8 months,104,99
Wairarapa,2016-09-30,12 months,121,116
Wairarapa,2016-09-30,18 months,103,97
Wairarapa,2016-09-30,24 months,129,110
Wairarapa,2016-09-30,5 years,129,121
Wairarapa,2016-09-30,6 months,111,98
Wairarapa,2016-09-30,8 months,122,106
Wairarapa,2016-12-31,12 months,113,112
Wairarapa,2016-12-31,18 months,111,87
Wairarapa,2016-12-31,24 months,121,116
Wairarapa,2016-12-31,5 years,120,109
Wairarapa,2016-12-31,6 months,102,83
Wairarapa,2016-12-31,8 months,115,109
Wairarapa,2017-03-31,12 months,113,105
Wairarapa,2017-03-31,18 months,128,120
Wairarapa,2017-03-31,24 months,105,101
Wairarapa,2017-03-31,5 years,148,132
Wairarapa,2017-03-31,6 months,80,64
Wairarapa,2017-03-31,8 months,96,92
Wairarapa,2017-06-30,12 months,103,98
Wairarapa,2017-06-30,18 months,123,114
Wairarapa,2017-06-30,24 months,112,96
Wairarapa,2017-06-30,5 years,123,118
Wairarapa,2017-06-30,6 months,125,97
Wairarapa,2017-06-30,8 months,92,86
Wairarapa,2017-09-30,12 months,84,78
Wairarapa,2017-09-30,18 months,122,109
Wairarapa,2017-09-30,24 months,129,121
Wairarapa,2017-09-30,5 years,125,101
Wairarapa,2017-09-30,6 months,115,83
Wairarapa,2017-09-30,8 months,118,110
Wairarapa,2017-12-31,12 months,127,122
Wairarapa,2017-12-31,18 months,106,95
Wairarapa,2017-12-31,24 months,125,112
Wairarapa,2017-12-31,5 years,131,124
Wairarapa,2017-12-31,6 months,119,93
Wairarapa,2017-12-31,8 months,111,102
Wairarapa,2018-03-31,12 months,112,104
Wairarapa,2018-03-31,18 months,93,83
Wairarapa,2018-03-31,24 months,123,115
Wairarapa,2018-03-31,5 years,141,122
Wairarapa,2018-03-31,6 months,117,98
Wairarapa,2018-03-31,8 months,115,103
Wairarapa,2018-06-30,12 months,124,114
Wairarapa,2018-06-30,18 months,129,113
Wairarapa,2018-06-30,24 months,109,104
Wairarapa,2018-06-30,5 years,107,103
Wairarapa,2018-06-30,6 months,132,110
Wairarapa,2018-06-30,8 months,129,112
Wairarapa,2018-09-30,12 months,118,113
Wairarapa,2018-09-30,18 months,111,100
Wairarapa,2018-09-30,24 months,92,87
Wairarapa,2018-09-30,5 years,129,116
Wairarapa,2018-09-30,6 months,119,100
Wairarapa,2018-09-30,8 months,138,124
Wairarapa,2018-12-31,12 months,132,122
Wairarapa,2018-12-31,18 months,126,109
Wairarapa,2018-12-31,24 months,129,120
Wairarapa,2018-12-31,5 years,130,119
Wairarapa,2018-12-31,6 months,104,89
Wairarapa,2018-12-31,8 months,115,108
Wairarapa,2019-03-31,12 months,118,111
Wairarapa,2019-03-31,18 months,122,111
Wairarapa,2019-03-31,24 months,113,105
Wairarapa,2019-03-31,5 years,139,130
Wairarapa,2019-03-31,6 months,125,88
Wairarapa,2019-03-31,8 months,109,103
Wairarapa,2019-06-30,12 months,107,102
Wairarapa,2019-06-30,18 months,131,117
Wairarapa,2019-06-30,24 months,130,116
Wairarapa,2019-06-30,5 years,122,109
Wairarapa,2019-06-30,6 months,113,85
Wairarapa,2019-06-30,8 months,118,107
Wairarapa,2019-09-30,12 months,125,117
Wairarapa,2019-09-30,18 months,114,104
Wairarapa,2019-09-30,24 months,124,118
Wairarapa,2019-09-30,5 years,145,130
Wairarapa,2019-09-30,6 months,102,84
Wairarapa,2019-09-30,8 months,115,107
Wairarapa,2019-12-31,12 months,117,108
Wairarapa,2019-12-31,18 months,108,100
Wairarapa,2019-12-31,24 months,131,119
Wairarapa,2019-12-31,5 years,118,115
Wairarapa,2019-12-31,6 months,116,98
Wairarapa,2019-12-31,8 months,105,101
Wairarapa,2020-03-31,12 months,105,102
Wairarapa,2020-03-31,18 months,129,100
Wairarapa,2020-03-31,24 months,114,106
Wairarapa,2020-03-31,5 years,132,114
Wairarapa,2020-03-31,6 months,138,116
Wairarapa,2020-03-31,8 months,125,117
Wairarapa,2020-06-30,12 months,122,115
Wairarapa,2020-06-30,18 months,117,98
Wairarapa,2020-06-30,24 months,110,103
Wairarapa,2020-06-30,5 years,133,126
Wairarapa,2020-06-30,6 months,110,83
Wairarapa,2020-06-30,8 months,139,123
Wairarapa,2020-09-30,12 months,139,129
Wairarapa,2020-09-30,18 months,107,95
Wairarapa,2020-09-30,24 months,118,106
Wairarapa,2020-09-30,5 years,132,121
Wairarapa,2020-09-30,6 months,123,96
Wairarapa,2020-09-30,8 months,101,96
Wairarapa,2020-12-31,12 months,114,108
Wairarapa,2020-12-31,18 months,129,107
Wairarapa,2020-12-31,24 months,122,108
Wairarapa,2020-12-31,5 years,119,112
Wairarapa,2020-12-31,6 months,128,108
Wairarapa,2020-12-31,8 months,125,112
Wairarapa,2021-03-31,12 months,131,122
Wairarapa,2021-03-31,18 months,150,116
Wairarapa,2021-03-31,24 months,126,114
Wairarapa,2021-03-31,5 years,146,130
Wairarapa,2021-03-31,6 months,108,85
Wairarapa,2021-03-31,8 months,130,117
Waitemata,2009-07-01,12 months,1925,1644
Waitemata,2009-07-01,18 months,2079,1462
Waitemata,2009-07-01,24 months,1884,1536
Waitemata,2009-07-01,6 months,1978,1316
Waitemata,2010-01-01,12 months,2006,1764
Waitemata,2010-01-01,18 months,1935,1502
Waitemata,2010-01-01,24 months,2107,1801
Waitemata,2010-01-01,6 months,1864,1303
Waitemata,2010-04-01,12 months,1881,1666
Waitemata,2010-04-01,18 months,2042,1527
Waitemata,2010-04-01,24 months,1950,1690
Waitemata,2010-04-01,6 months,2040,1377
Waitemata,2010-07-01,12 months,1869,1628
Waitemata,2010-07-01,18 months,2016,1448
Waitemata,2010-07-01,24 months,1932,1684
Waitemata,2010-07-01,5 years,1415,960
Waitemata,2010-07-01,6 months,2121,1424
Waitemata,2010-10-01,12 months,2037,1843
Waitemata,2010-10-01,18 months,1921,1399
Waitemata,2010-10-01,24 months,2050,1802
Waitemata,2010-10-01,5 years,1872,1310
Waitemata,2010-10-01,6 months,2057,1401
Waitemata,2011-01-01,12 months,2093,1902
Waitemata,2011-01-01,18 months,1859,1408
Waitemata,2011-01-01,24 months,2006,1781
Waitemata,2011-01-01,5 years,1958,1435
Waitemata,2011-01-01,6 months,1967,1419
Waitemata,2011-04-01,12 months,2066,1858
Waitemata,2011-04-01,18 months,2041,1610
Waitemata,2011-04-01,24 months,1898,1700
Waitemata,2011-04-01,5 years,1874,1358
Waitemata,2011-04-01,6 months,2032,1382
Waitemata,2011-07-01,12 months,1950,1797
Waitemata,2011-07-01,18 months,2140,1755
Waitemata,2011-07-01,24 months,1851,1698
Waitemata,2011-07-01,5 years,1913,1418
Waitemata,2011-07-01,6 months,2017,1446
Waitemata,2011-10-01,12 months,2067,1883
Waitemata,2011-10-01,18 months,2067,1677
Waitemata,2011-10-01,24 months,2047,1884
Waitemata,2011-10-01,5 years,2002,1498
Waitemata,2011-10-01,6 months,1966,1424
Waitemata,2011-12-31,12 months,2006,1850
Waitemata,2011-12-31,18 months,1942,1691
Waitemata,2011-12-31,24 months,2126,1978
Waitemata,2011-12-31,5 years,1948,1519
Waitemata,2011-12-31,6 months,1879,1381
Waitemata,2012-03-31,12 months,1942,1793
Waitemata,2012-03-31,18 months,2077,1748
Waitemata,2012-03-31,24 months,2034,1893
Waitemata,2012-03-31,5 years,1964,1557
Waitemata,2012-03-31,6 months,2032,1486
Waitemata,2012-06-30,12 months,1882,1729
Waitemata,2012-06-30,18 months,1986,1651
Waitemata,2012-06-30,24 months,1952,1849
Waitemata,2012-06-30,5 years,1986,1537
Waitemata,2012-06-30,6 months,1945,1484
Waitemata,2012-09-30,12 months,2031,1860
Waitemata,2012-09-30,18 months,1955,1595
